crop_name,temparature,humidity,moisture,soil_type,nitrogen,potassium,phosphorous
Millets,30.35,60.18,63.97,Sandy,35,4,1
Paddy,31.38,51.49,61.27,Red,6,3,38
Sugarcane,29.28,71.07,35.67,Black,12,3,41
Barley,31.0,57.54,48.96,Red,5,10,26
Ground Nuts,33.3,68.18,47.51,Clayey,14,18,8
Oil seeds,22.85,55.1,29.09,Red,13,1,43
Barley,33.98,62.99,50.43,Sandy,10,0,9
Millets,28.82,62.48,20.0,Black,14,0,10
Paddy,29.99,66.83,47.07,Loamy,9,0,37
Tobacco,34.18,67.07,58.67,Loamy,19,3,39
Barley,40.0,67.75,56.43,Loamy,38,4,0
Maize,32.67,56.77,40.22,Clayey,38,0,0
Cotton,22.13,50.96,59.06,Clayey,8,0,10
Millets,24.84,53.53,34.79,Sandy,19,14,6
Tobacco,30.24,58.88,49.24,Loamy,20,0,23
Wheat,25.81,58.56,40.21,Black,20,1,19
Paddy,34.23,69.79,65.57,Clayey,12,0,40
Millets,28.67,57.67,21.0,Clayey,40,0,1
Oil seeds,30.8,55.01,25.0,Black,35,0,0
Cotton,31.14,57.5,63.08,Loamy,35,0,0
Wheat,33.11,67.57,32.21,Loamy,4,12,30
Pulses,31.43,63.1,43.59,Black,7,6,29
Millets,29.73,59.06,69.92,Sandy,5,14,31
Ground Nuts,21.23,46.1,36.59,Black,8,10,15
Millets,28.01,50.89,20.0,Loamy,10,0,39
Cotton,23.56,57.65,42.16,Red,30,0,0
Pulses,32.72,58.96,60.48,Black,37,1,3
Oil seeds,31.16,48.63,20.19,Sandy,37,0,1
Oil seeds,29.76,64.65,52.47,Red,28,0,17
Cotton,36.17,68.75,32.62,Black,38,0,0
Cotton,26.1,47.54,20.66,Loamy,11,2,11
Cotton,33.77,48.38,32.49,Loamy,6,11,20
Maize,25.64,55.98,37.32,Red,27,0,19
Maize,21.73,48.03,43.37,Sandy,4,14,15
Wheat,28.89,46.84,27.93,Loamy,26,0,16
Wheat,33.59,51.12,39.54,Black,18,4,43
Wheat,26.21,66.15,51.0,Red,10,10,11
Oil seeds,39.86,71.81,57.26,Red,36,0,0
Ground Nuts,26.38,63.29,52.18,Clayey,21,4,20
Paddy,25.54,62.93,36.09,Loamy,40,3,0
Pulses,27.38,60.32,50.76,Sandy,5,13,26
Sugarcane,23.59,52.26,42.23,Sandy,20,1,25
Maize,33.97,49.49,35.62,Clayey,12,0,13
Cotton,33.16,51.42,47.39,Loamy,10,3,5
Cotton,25.25,46.12,56.39,Black,36,4,1
Ground Nuts,28.82,61.5,42.75,Clayey,18,1,11
Ground Nuts,30.93,67.78,70.0,Black,10,9,24
Oil seeds,34.27,65.79,45.96,Black,16,0,13
Paddy,28.52,52.04,64.54,Black,35,4,0
Cotton,26.18,60.1,34.98,Loamy,20,0,20
Cotton,30.19,67.0,24.65,Sandy,10,0,37
Cotton,26.15,56.28,48.04,Black,18,0,20
Maize,26.51,50.62,55.85,Sandy,10,6,27
Millets,32.89,53.28,63.35,Black,12,3,42
Ground Nuts,31.36,66.66,46.26,Clayey,18,0,23
Ground Nuts,25.37,51.4,67.69,Red,13,0,35
Paddy,29.14,67.8,49.49,Red,20,0,26
Paddy,29.89,71.8,41.42,Loamy,16,0,34
Cotton,30.69,55.65,63.02,Clayey,11,8,34
Ground Nuts,31.52,67.58,32.04,Sandy,3,7,27
Ground Nuts,26.01,41.55,61.19,Black,39,0,0
Paddy,30.43,55.84,34.76,Sandy,15,0,36
Sugarcane,32.51,62.88,48.48,Loamy,22,1,18
Oil seeds,27.22,49.1,27.15,Clayey,2,11,21
Cotton,36.5,68.47,38.52,Red,11,13,30
Barley,21.59,54.14,68.42,Loamy,14,0,13
Oil seeds,30.75,52.41,36.1,Clayey,21,1,25
Sugarcane,27.98,51.57,32.44,Sandy,40,3,4
Wheat,33.96,52.94,35.23,Sandy,19,2,18
Wheat,27.85,52.65,33.33,Clayey,24,0,13
Wheat,26.51,63.74,20.0,Clayey,16,0,41
Barley,29.01,58.45,25.72,Red,17,0,36
Wheat,31.19,57.06,56.73,Red,10,11,32
Ground Nuts,24.32,46.37,64.36,Sandy,13,8,10
Ground Nuts,27.82,58.73,41.49,Loamy,11,4,17
Tobacco,29.29,73.05,60.5,Sandy,12,0,14
Wheat,33.05,59.1,34.65,Loamy,4,7,27
Ground Nuts,30.4,60.08,37.04,Loamy,41,2,0
Tobacco,26.8,53.34,39.36,Red,12,0,14
Maize,33.99,56.59,20.08,Sandy,15,0,35
Oil seeds,22.1,47.1,47.6,Loamy,18,1,27
Millets,31.57,49.29,48.02,Sandy,20,0,20
Paddy,37.51,57.76,60.62,Black,9,6,32
Wheat,30.49,61.62,43.88,Clayey,21,0,21
Tobacco,33.16,70.77,55.48,Sandy,14,1,43
Ground Nuts,25.11,67.21,30.73,Clayey,7,0,17
Wheat,32.74,60.15,33.03,Black,6,0,32
Ground Nuts,27.57,60.24,46.64,Black,9,10,19
Pulses,22.71,50.4,40.46,Black,27,2,24
Pulses,28.32,57.04,36.82,Black,36,2,0
Cotton,38.64,60.03,32.44,Sandy,38,3,0
Pulses,30.56,52.13,44.67,Clayey,20,0,16
Cotton,27.2,46.67,31.41,Clayey,9,0,17
Millets,29.09,44.8,44.98,Black,31,0,0
Maize,27.56,50.27,33.38,Black,9,17,17
Millets,29.91,71.44,52.85,Loamy,5,23,25
Wheat,30.04,59.31,23.46,Black,37,2,0
Cotton,40.0,70.46,49.59,Black,11,20,17
Tobacco,31.02,63.58,48.47,Loamy,5,0,14
Maize,38.72,62.6,32.93,Clayey,14,0,41
Cotton,30.61,64.43,45.47,Red,25,4,19
Millets,30.45,47.88,24.31,Red,46,3,0
Oil seeds,28.73,61.1,60.49,Black,8,11,11
Paddy,28.37,51.61,45.94,Red,4,7,30
Sugarcane,25.09,43.46,52.01,Black,11,0,8
Pulses,26.06,45.12,29.83,Clayey,9,17,19
Oil seeds,27.7,52.81,45.3,Red,8,20,14
Wheat,33.17,57.64,31.57,Red,18,2,34
Paddy,26.6,55.39,57.23,Red,34,0,1
Sugarcane,24.5,53.2,40.47,Sandy,6,18,18
Wheat,29.08,60.86,42.96,Loamy,42,0,0
Pulses,34.13,51.37,63.68,Clayey,6,14,29
Barley,25.24,50.51,43.13,Clayey,11,0,12
Sugarcane,23.91,49.16,24.07,Black,4,6,28
Oil seeds,27.47,58.55,35.02,Loamy,9,22,11
Oil seeds,26.71,53.04,48.29,Red,37,0,0
Maize,34.59,63.22,42.17,Clayey,14,0,41
Pulses,25.82,49.88,37.06,Black,27,0,18
Ground Nuts,32.62,66.69,34.48,Loamy,23,2,18
Millets,36.46,69.63,49.78,Sandy,11,2,8
Sugarcane,28.63,48.69,39.09,Red,40,0,1
Pulses,31.48,74.48,40.94,Red,21,0,24
Cotton,30.1,61.63,36.49,Black,12,2,28
Ground Nuts,28.57,50.92,24.51,Clayey,7,10,25
Tobacco,24.06,52.41,28.87,Black,27,3,18
Tobacco,32.76,50.53,26.65,Sandy,17,4,32
Maize,32.02,56.24,36.81,Red,33,1,0
Cotton,27.39,68.54,31.22,Sandy,13,0,40
Cotton,28.17,44.52,37.4,Sandy,27,4,15
Paddy,39.6,57.34,40.13,Sandy,11,0,36
Barley,27.83,67.66,56.62,Sandy,14,14,19
Cotton,26.0,54.8,54.3,Red,7,6,30
Tobacco,27.72,53.82,38.47,Clayey,40,1,0
Millets,26.97,44.41,51.42,Loamy,6,21,14
Sugarcane,34.47,63.73,36.79,Red,14,0,35
Millets,39.41,72.15,42.56,Black,8,17,16
Pulses,35.0,63.21,33.69,Red,6,15,18
Sugarcane,33.33,65.37,31.42,Black,39,0,4
Millets,37.4,66.12,61.2,Loamy,23,0,22
Pulses,21.33,59.53,34.34,Red,11,0,17
Barley,31.46,62.0,46.01,Black,9,13,17
Sugarcane,33.94,65.0,36.07,Red,44,0,4
Maize,31.36,59.58,69.23,Sandy,16,0,34
Sugarcane,26.24,43.51,41.0,Red,25,4,23
Paddy,37.57,60.17,47.52,Clayey,8,13,14
Cotton,31.62,67.35,40.08,Loamy,12,16,11
Tobacco,32.76,52.66,70.0,Clayey,18,4,30
Wheat,33.93,52.27,42.0,Clayey,15,0,37
Sugarcane,40.0,71.21,45.73,Clayey,38,0,2
Maize,33.55,59.39,30.38,Clayey,14,0,34
Barley,31.97,58.12,24.71,Sandy,25,1,19
Tobacco,37.0,55.83,42.57,Black,23,0,18
Ground Nuts,22.38,50.14,29.26,Red,17,3,44
Wheat,29.83,52.91,34.01,Sandy,11,4,9
Wheat,34.6,57.76,33.56,Sandy,18,0,42
Sugarcane,24.63,50.31,63.27,Sandy,36,0,0
Cotton,28.46,54.38,40.69,Loamy,22,0,25
Sugarcane,34.16,69.55,53.12,Clayey,5,6,23
Sugarcane,28.72,55.54,27.69,Sandy,39,0,3
Cotton,34.75,56.36,27.64,Black,3,16,21
Cotton,27.34,54.86,36.42,Clayey,28,3,21
Wheat,31.48,49.9,41.72,Sandy,38,0,0
Maize,32.2,53.44,28.81,Sandy,12,1,15
Ground Nuts,32.88,64.12,33.49,Red,9,0,36
Cotton,27.04,49.54,35.64,Loamy,13,0,12
Millets,34.58,65.76,56.38,Sandy,18,4,40
Cotton,32.86,71.74,67.98,Clayey,15,13,19
Barley,29.02,43.2,31.33,Sandy,34,0,4
Tobacco,35.62,63.55,49.96,Clayey,13,2,36
Millets,26.47,64.77,23.03,Red,8,20,12
Sugarcane,30.32,69.9,51.72,Black,5,6,29
Tobacco,37.98,63.73,31.31,Loamy,13,4,37
Oil seeds,24.99,55.26,37.78,Clayey,9,18,13
Maize,27.03,63.04,37.86,Sandy,28,0,22
Wheat,27.0,44.44,50.65,Sandy,25,0,14
Cotton,22.74,59.33,60.29,Sandy,14,0,4
Paddy,33.12,67.93,44.16,Sandy,16,18,15
Paddy,28.82,49.32,54.64,Black,14,1,39
Wheat,26.84,60.73,44.94,Clayey,36,0,0
Tobacco,33.36,58.08,48.3,Black,9,14,17
Tobacco,26.54,64.11,37.2,Sandy,8,9,34
Pulses,24.72,63.9,39.65,Sandy,15,21,11
Millets,23.56,60.5,36.73,Loamy,9,0,5
Sugarcane,30.38,63.85,24.8,Red,11,14,16
Sugarcane,28.1,59.34,39.97,Loamy,4,18,16
Ground Nuts,27.21,55.78,28.17,Red,7,6,27
Pulses,34.83,66.32,48.03,Black,18,0,21
Millets,27.7,55.91,25.34,Loamy,38,0,0
Cotton,24.39,46.09,36.57,Black,26,4,26
Wheat,36.99,77.28,25.49,Black,9,0,37
Sugarcane,32.44,66.7,44.68,Black,6,2,14
Pulses,34.35,65.77,49.74,Clayey,22,1,20
Paddy,31.54,64.72,32.88,Loamy,6,10,27
Wheat,31.63,63.91,42.19,Red,40,4,1
Wheat,32.04,75.94,20.1,Black,8,6,27
Ground Nuts,28.35,58.1,36.8,Loamy,34,4,0
Wheat,30.62,58.67,46.57,Sandy,14,0,9
Oil seeds,25.71,43.52,40.7,Loamy,15,0,34
Oil seeds,33.22,60.99,43.26,Red,37,0,3
Ground Nuts,29.92,50.28,36.3,Clayey,32,0,2
Sugarcane,26.25,53.05,28.22,Sandy,7,3,9
Paddy,27.4,59.79,36.45,Loamy,12,0,11
Millets,39.29,62.84,52.03,Red,3,7,32
Pulses,27.21,58.5,64.74,Black,13,4,31
Wheat,28.88,60.38,31.01,Red,12,0,40
Oil seeds,26.97,51.01,56.59,Loamy,14,4,11
Tobacco,30.38,63.18,56.23,Loamy,12,11,26
Tobacco,36.01,67.22,35.57,Red,35,0,0
Oil seeds,33.67,56.87,39.33,Sandy,25,0,23
Sugarcane,37.68,54.79,33.81,Sandy,15,0,45
Tobacco,22.12,45.25,38.99,Red,7,12,19
Wheat,32.18,53.93,42.41,Clayey,16,0,14
Oil seeds,33.87,55.06,65.59,Red,11,0,9
Paddy,29.63,72.87,59.15,Clayey,8,11,28
Paddy,24.32,45.16,50.1,Sandy,9,3,38
Paddy,27.86,59.09,26.75,Black,4,20,24
Cotton,25.48,58.52,38.7,Clayey,14,2,31
Paddy,37.88,62.19,32.88,Loamy,7,0,36
Pulses,32.84,55.64,38.3,Black,33,4,3
Pulses,29.85,63.07,35.41,Sandy,9,2,36
Pulses,24.47,48.15,50.29,Clayey,18,0,19
Wheat,25.43,56.68,51.55,Red,24,0,14
Tobacco,32.52,76.7,58.47,Sandy,18,0,42
Wheat,22.93,53.13,31.62,Red,35,0,0
Paddy,27.23,57.59,62.86,Loamy,13,7,26
Paddy,34.29,77.99,23.79,Loamy,8,1,11
Oil seeds,35.01,59.29,60.12,Loamy,4,10,29
Ground Nuts,28.79,50.73,37.84,Black,30,1,2
Ground Nuts,25.3,56.4,43.77,Black,20,3,22
Maize,29.81,61.85,63.84,Clayey,12,10,33
Cotton,35.87,58.52,45.11,Loamy,15,14,14
Paddy,21.58,47.1,30.17,Sandy,35,0,0
Pulses,34.09,58.05,39.69,Clayey,6,1,5
Paddy,26.72,58.52,62.69,Clayey,11,3,12
Ground Nuts,22.04,58.49,29.03,Loamy,8,19,17
Millets,22.5,51.88,36.58,Loamy,41,0,2
Ground Nuts,38.05,71.56,50.94,Clayey,11,9,15
Tobacco,28.21,59.97,54.67,Red,6,2,5
Oil seeds,35.11,69.12,38.09,Red,7,4,24
Millets,33.34,55.54,24.95,Loamy,18,0,22
Barley,28.36,53.52,39.93,Sandy,22,0,20
Sugarcane,30.1,74.95,61.83,Sandy,20,2,22
Wheat,28.07,60.67,37.38,Clayey,5,8,27
Tobacco,27.75,63.56,36.82,Black,14,4,8
Maize,30.96,49.06,48.58,Red,20,1,23
Barley,34.57,67.12,53.8,Loamy,11,9,32
Millets,24.58,66.09,47.42,Clayey,22,0,25
Millets,25.28,48.9,53.75,Loamy,27,4,22
Oil seeds,21.29,52.95,54.28,Black,15,3,12
Pulses,34.65,67.45,27.77,Clayey,13,3,37
Barley,32.71,63.72,42.47,Red,41,0,0
Maize,31.56,58.38,47.62,Red,44,0,4
Maize,29.88,57.23,30.93,Red,36,2,0
Tobacco,29.61,74.1,58.36,Clayey,40,0,1
Sugarcane,27.26,59.75,46.54,Black,24,0,25
Millets,31.1,59.38,64.58,Black,20,0,20
Ground Nuts,27.62,42.65,34.2,Red,19,13,15
Sugarcane,23.39,51.7,38.58,Sandy,17,0,40
Wheat,30.76,65.37,56.76,Black,8,0,41
Tobacco,27.59,52.68,22.3,Black,16,1,43
Paddy,29.22,56.15,58.3,Clayey,7,0,14
Barley,29.0,51.21,32.58,Sandy,12,0,14
Paddy,29.99,59.24,41.71,Loamy,12,4,12
Sugarcane,30.55,55.03,34.97,Sandy,3,19,13
Sugarcane,28.25,51.77,37.97,Loamy,25,0,26
Tobacco,21.43,41.07,57.57,Red,12,1,5
Oil seeds,22.87,46.84,31.51,Sandy,22,0,19
Paddy,37.21,59.96,69.61,Loamy,24,3,15
Pulses,32.81,69.92,24.3,Clayey,8,11,29
Wheat,26.37,67.22,61.02,Black,10,0,39
Wheat,33.72,60.97,44.56,Sandy,8,12,20
Barley,24.53,55.6,43.85,Black,12,5,27
Tobacco,25.84,58.46,68.74,Loamy,6,9,33
Maize,20.28,44.28,64.04,Black,33,4,0
Cotton,32.16,62.49,27.24,Black,12,0,36
Oil seeds,23.79,54.8,34.58,Black,46,3,0
Oil seeds,27.6,61.91,38.15,Sandy,22,0,22
Oil seeds,38.17,72.1,28.01,Red,10,0,34
Wheat,27.77,55.5,48.92,Red,12,12,24
Sugarcane,30.42,47.39,30.58,Clayey,9,15,22
Pulses,32.29,54.87,41.39,Clayey,26,3,19
Ground Nuts,32.93,56.43,53.21,Black,8,8,34
Pulses,22.42,43.59,46.16,Sandy,1,23,15
Cotton,23.83,55.37,70.0,Clayey,40,0,0
Sugarcane,29.0,67.64,61.06,Black,18,1,36
Cotton,24.87,60.88,70.0,Black,18,0,39
Sugarcane,40.0,78.73,39.93,Red,11,8,31
Maize,26.64,60.11,29.46,Loamy,38,0,3
Tobacco,28.5,54.54,57.79,Loamy,9,10,32
Maize,25.4,49.86,56.53,Black,35,0,0
Cotton,26.35,59.75,53.03,Loamy,14,0,39
Pulses,30.08,70.31,42.74,Sandy,6,0,30
Barley,32.45,71.13,36.11,Sandy,10,0,35
Oil seeds,26.64,54.15,42.1,Clayey,41,3,0
Maize,26.97,51.74,34.74,Red,35,0,3
Barley,30.48,61.59,24.88,Loamy,9,18,16
Ground Nuts,28.25,54.87,56.78,Red,5,6,24
Pulses,27.53,40.07,31.84,Sandy,14,10,15
Pulses,39.78,63.55,29.54,Clayey,6,7,29
Wheat,32.23,74.54,32.4,Sandy,7,3,32
Pulses,29.54,68.62,31.48,Red,39,0,2
Cotton,28.58,50.54,54.24,Sandy,8,7,26
Tobacco,32.26,74.11,50.32,Clayey,44,0,0
Maize,33.95,50.1,43.41,Clayey,10,0,11
Wheat,27.46,56.08,46.59,Red,14,11,33
Millets,28.55,51.94,70.0,Clayey,31,3,3
Paddy,31.04,62.08,37.18,Black,25,2,23
Ground Nuts,35.4,62.35,43.09,Sandy,10,12,14
Maize,30.35,64.59,65.36,Loamy,5,8,28
Wheat,23.84,40.24,61.13,Sandy,12,3,5
Cotton,31.09,60.88,24.64,Sandy,17,0,16
Paddy,32.89,59.55,40.12,Sandy,41,0,0
Paddy,35.21,59.99,52.74,Loamy,12,12,12
Millets,25.58,52.45,68.83,Black,42,0,0
Paddy,25.2,53.17,48.13,Loamy,6,2,9
Wheat,27.49,58.98,48.37,Red,11,8,31
Maize,32.08,71.52,31.79,Black,24,0,27
Maize,26.85,59.85,50.57,Red,10,12,29
Pulses,30.72,67.49,51.07,Red,11,1,39
Millets,31.74,69.49,64.58,Clayey,6,2,34
Ground Nuts,39.11,68.35,24.92,Sandy,7,4,36
Pulses,28.91,63.15,33.04,Red,9,3,41
Tobacco,27.52,67.88,39.25,Black,37,0,0
Barley,25.41,59.6,47.88,Loamy,25,0,22
Wheat,32.18,68.67,33.89,Red,36,2,0
Wheat,26.93,61.89,55.88,Loamy,8,11,13
Sugarcane,34.46,54.47,58.14,Loamy,8,10,10
Oil seeds,37.11,57.52,59.83,Black,37,0,0
Barley,25.4,51.85,40.41,Clayey,17,0,20
Ground Nuts,23.08,56.85,34.73,Red,33,0,1
Millets,29.05,51.18,54.12,Black,12,4,14
Pulses,30.88,62.0,46.07,Red,45,0,0
Paddy,36.5,67.29,49.74,Loamy,25,0,18
Ground Nuts,35.86,73.75,44.57,Loamy,43,2,0
Tobacco,26.9,58.33,26.84,Black,10,10,30
Wheat,29.43,42.85,61.97,Clayey,34,0,0
Cotton,23.2,42.49,28.19,Loamy,11,0,38
Maize,37.57,63.17,70.0,Loamy,20,0,19
Sugarcane,31.68,62.82,43.85,Loamy,18,1,15
Oil seeds,31.14,61.64,50.47,Red,19,2,18
Wheat,24.57,61.8,37.23,Loamy,11,0,14
Tobacco,28.82,61.83,41.27,Red,8,5,27
Barley,34.14,52.29,37.41,Red,44,0,0
Wheat,32.65,70.55,41.48,Clayey,37,0,0
Ground Nuts,32.84,66.23,49.59,Black,1,19,22
Oil seeds,29.04,61.31,47.24,Loamy,25,3,18
Wheat,32.43,58.32,61.02,Sandy,36,1,0
Ground Nuts,34.77,69.36,44.88,Clayey,36,0,0
Sugarcane,29.15,57.25,55.55,Clayey,21,0,16
Paddy,39.99,72.77,49.75,Sandy,9,0,32
Paddy,32.34,52.54,32.24,Black,7,0,13
Sugarcane,35.63,59.21,51.58,Loamy,40,0,0
Cotton,34.29,63.96,28.02,Loamy,1,20,20
Ground Nuts,24.99,51.26,34.71,Sandy,6,3,29
Millets,25.09,62.93,34.08,Black,16,0,38
Ground Nuts,29.11,56.91,62.25,Black,26,3,24
Tobacco,30.58,61.29,60.2,Black,5,3,32
Paddy,24.25,57.38,30.23,Sandy,21,1,18
Barley,24.2,55.48,57.9,Black,14,0,37
Tobacco,20.69,57.12,59.85,Sandy,13,2,9
Millets,27.56,67.78,36.61,Red,10,11,28
Cotton,21.97,48.06,43.61,Loamy,27,0,17
Paddy,36.42,59.37,37.49,Red,22,0,15
Oil seeds,33.72,57.94,36.36,Black,16,0,38
Ground Nuts,36.86,66.97,28.44,Clayey,14,0,36
Tobacco,20.76,48.98,63.92,Black,12,16,10
Millets,35.38,56.76,21.51,Black,37,0,0
Oil seeds,28.96,64.48,27.52,Clayey,14,15,12
Cotton,28.62,45.89,61.45,Sandy,9,2,7
Ground Nuts,32.64,66.3,39.89,Black,14,20,17
Paddy,35.16,73.41,48.63,Clayey,13,17,18
Pulses,23.55,54.07,32.68,Loamy,16,2,17
Tobacco,27.06,59.18,59.42,Black,9,1,4
Tobacco,22.0,57.32,45.85,Sandy,5,17,18
Paddy,31.75,57.58,30.58,Clayey,0,19,18
Sugarcane,29.11,60.77,61.25,Red,10,0,41
Oil seeds,28.85,63.24,39.74,Red,27,0,19
Wheat,30.29,53.7,25.09,Loamy,4,4,26
Paddy,33.04,63.52,47.86,Black,7,0,8
Ground Nuts,21.37,53.85,26.22,Sandy,4,17,17
Pulses,34.88,62.36,57.79,Clayey,36,0,0
Cotton,27.81,66.3,59.63,Clayey,18,1,35
Barley,26.02,65.02,48.03,Loamy,7,9,15
Tobacco,24.9,59.13,55.71,Loamy,6,0,12
Barley,39.86,74.47,42.82,Red,9,10,29
Wheat,34.01,55.99,29.3,Sandy,24,0,24
Paddy,32.69,57.68,48.14,Loamy,39,0,0
Maize,31.99,47.84,39.57,Black,40,2,1
Wheat,39.59,72.27,42.36,Sandy,43,0,0
Tobacco,29.71,48.75,26.24,Loamy,33,1,0
Millets,32.0,72.09,42.61,Loamy,22,0,22
Wheat,39.03,74.51,65.94,Loamy,18,0,37
Cotton,39.83,65.33,33.3,Sandy,9,0,10
Ground Nuts,30.53,70.52,56.87,Sandy,8,13,25
Wheat,37.44,60.97,52.15,Red,4,12,31
Sugarcane,25.65,56.93,32.12,Clayey,40,3,0
Paddy,28.01,69.54,20.78,Loamy,37,3,0
Maize,27.33,52.91,29.81,Loamy,16,4,40
Tobacco,27.0,54.79,41.03,Loamy,41,0,2
Millets,28.27,45.54,63.35,Loamy,34,0,4
Barley,39.37,73.58,47.49,Sandy,44,0,4
Oil seeds,29.14,54.24,24.55,Black,40,1,2
Barley,31.76,43.24,56.29,Clayey,10,4,18
Tobacco,27.27,59.89,20.0,Sandy,11,0,36
Millets,24.0,49.08,66.12,Red,10,2,9
Millets,34.15,67.47,27.11,Black,14,3,34
Pulses,28.67,58.79,59.0,Sandy,35,0,4
Oil seeds,30.11,63.4,62.56,Sandy,10,9,13
Tobacco,38.97,55.72,35.47,Black,4,19,21
Barley,32.02,60.85,31.09,Black,33,4,1
Paddy,28.02,66.84,58.92,Sandy,5,12,33
Cotton,30.66,52.06,46.15,Black,21,4,15
Ground Nuts,27.05,58.49,39.27,Sandy,9,2,15
Paddy,28.21,57.07,40.54,Sandy,38,1,4
Cotton,25.6,45.0,55.92,Red,10,0,17
Tobacco,29.75,61.63,34.96,Black,17,0,31
Tobacco,35.91,52.46,56.61,Sandy,14,16,13
Pulses,23.45,51.03,44.45,Black,36,2,0
Ground Nuts,35.86,70.31,54.4,Clayey,40,3,1
Pulses,29.26,71.92,44.23,Clayey,39,4,0
Barley,35.79,66.77,34.39,Loamy,9,0,14
Barley,26.49,47.23,30.23,Red,17,1,15
Tobacco,25.05,57.08,55.46,Clayey,10,0,41
Paddy,32.42,54.71,33.03,Sandy,13,3,37
Cotton,39.85,60.31,29.29,Sandy,6,9,33
Pulses,27.87,61.38,57.51,Red,13,16,13
Tobacco,20.76,55.99,62.58,Clayey,40,0,0
Tobacco,22.3,56.51,42.72,Sandy,1,23,17
Sugarcane,32.17,55.02,37.37,Sandy,20,0,14
Maize,32.58,58.58,34.16,Loamy,18,2,18
Maize,30.81,63.77,70.0,Red,18,2,39
Sugarcane,32.86,59.79,41.11,Clayey,33,4,1
Barley,28.58,56.91,45.99,Red,17,0,12
Wheat,30.9,68.25,36.56,Sandy,5,3,29
Millets,28.35,48.46,32.32,Clayey,22,0,26
Sugarcane,30.44,69.49,24.3,Red,17,0,16
Millets,22.26,42.14,35.5,Loamy,22,0,17
Barley,27.59,59.58,58.65,Sandy,13,7,34
Oil seeds,28.0,41.61,30.62,Red,23,0,22
Sugarcane,29.15,57.67,32.35,Black,34,0,1
Cotton,31.09,62.05,42.38,Red,5,15,18
Paddy,20.86,49.09,28.16,Loamy,28,0,20
Tobacco,34.1,57.33,56.67,Black,34,0,4
Cotton,26.9,52.19,33.57,Red,31,0,0
Ground Nuts,26.55,52.44,67.67,Black,5,0,14
Tobacco,26.56,57.43,26.53,Red,7,17,15
Sugarcane,31.72,58.72,70.0,Sandy,13,0,42
Cotton,25.55,50.88,27.55,Loamy,8,19,12
Millets,31.42,59.9,29.07,Black,11,8,30
Cotton,28.24,51.23,42.62,Red,19,0,38
Wheat,30.09,46.89,35.95,Loamy,32,4,0
Sugarcane,28.94,62.47,31.99,Loamy,38,2,3
Wheat,39.33,59.27,40.62,Clayey,17,0,43
Barley,29.89,55.53,32.61,Loamy,17,0,14
Pulses,30.28,56.11,40.03,Sandy,33,4,2
Millets,40.0,63.63,40.65,Clayey,10,3,27
Wheat,36.4,55.11,26.14,Red,18,0,17
Millets,27.28,47.79,29.37,Clayey,25,0,18
Maize,27.38,53.83,55.09,Red,15,0,40
Paddy,29.14,64.95,36.54,Black,12,0,35
Paddy,32.93,62.73,59.96,Loamy,17,0,37
Pulses,24.71,50.55,62.03,Red,8,0,10
Cotton,29.94,58.85,54.14,Sandy,12,14,12
Pulses,29.48,59.59,66.35,Black,26,3,20
Sugarcane,31.0,51.8,44.91,Sandy,15,2,12
Pulses,28.55,67.66,35.99,Loamy,12,3,39
Cotton,31.06,58.49,40.24,Black,6,15,19
Cotton,23.88,52.3,27.19,Black,35,0,0
Sugarcane,30.3,45.03,57.51,Loamy,12,3,13
Millets,23.43,55.73,32.02,Sandy,25,1,14
Sugarcane,30.56,67.31,36.79,Clayey,12,4,10
Wheat,27.68,57.8,70.0,Red,4,11,27
Oil seeds,25.34,50.98,53.43,Loamy,12,0,43
Cotton,24.4,47.18,49.55,Loamy,7,18,16
Barley,31.8,56.53,35.42,Loamy,7,0,5
Maize,22.54,58.92,51.76,Red,10,4,11
Ground Nuts,35.49,77.62,56.57,Clayey,12,9,30
Maize,25.05,49.33,48.69,Loamy,19,1,23
Oil seeds,26.52,47.52,49.4,Red,14,6,32
Paddy,36.29,74.2,54.68,Sandy,42,3,0
Barley,32.94,50.95,43.98,Sandy,42,3,0
Tobacco,27.87,49.55,33.0,Clayey,12,0,38
Barley,29.86,65.84,66.44,Red,2,13,34
Tobacco,30.39,54.61,51.82,Black,27,0,20
Millets,23.19,50.83,60.22,Sandy,7,0,11
Sugarcane,25.12,58.07,40.47,Sandy,12,2,10
Cotton,29.41,52.87,50.35,Black,7,6,31
Oil seeds,38.48,80.0,59.16,Red,37,0,0
Barley,25.8,57.61,40.46,Red,2,17,17
Ground Nuts,25.27,55.44,29.6,Clayey,16,3,12
Ground Nuts,26.56,58.48,45.6,Sandy,10,9,36
Maize,30.71,56.3,70.0,Black,2,8,27
Barley,24.99,65.8,51.83,Black,12,12,25
Oil seeds,28.61,46.05,42.05,Sandy,11,16,20
Ground Nuts,32.63,64.54,36.41,Clayey,4,22,18
Oil seeds,24.98,47.19,51.65,Sandy,30,3,2
Paddy,27.93,46.76,56.5,Black,7,2,15
Tobacco,31.01,66.62,62.69,Sandy,17,2,36
Maize,39.26,60.36,29.14,Loamy,14,0,40
Oil seeds,31.29,59.62,56.81,Sandy,14,8,9
Pulses,32.1,50.44,47.36,Red,10,4,32
Pulses,28.35,59.56,34.46,Red,45,3,0
Wheat,26.57,54.52,46.1,Black,39,0,0
Ground Nuts,40.0,77.35,41.55,Sandy,6,5,28
